time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-02 00:00:00+00:00,6,6,14,6
2026-09-03 00:00:00+00:00,5,4,42,8
2026-09-04 00:00:00+00:00,1,1,17,11
2026-09-05 00:00:00+00:00,0,0,1,1
2026-09-06 00:00:00+00:00,2,2,5,4
2026-09-07 00:00:00+00:00,5,4,9,6
2026-09-08 00:00:00+00:00,2,2,26,9
2026-09-09 00:00:00+00:00,9,4,42,23
2026-09-10 00:00:00+00:00,9,8,19,12
2026-09-11 00:00:00+00:00,2,2,8,4
2026-09-12 00:00:00+00:00,16,15,13,8
2026-09-13 00:00:00+00:00,36,3,4,3
2026-09-14 00:00:00+00:00,10,9,22,10
2026-09-15 00:00:00+00:00,13,4,12,10
