url_path,views_total,views_unique
/hzi-bifo/RiboDetector,104,68
/hzi-bifo/RiboDetector/issues,24,7
/hzi-bifo/RiboDetector/tree/pip/ribodetector,7,3
/hzi-bifo/RiboDetector/tree/pip/ribodetector/data,4,2
/hzi-bifo/RiboDetector/blob/pip/setup.py,2,2
/hzi-bifo/RiboDetector/issues/16,2,2
/hzi-bifo/RiboDetector/issues/5,2,2
/hzi-bifo/RiboDetector/tree/pip/ribodetector/model,2,2
/hzi-bifo/RiboDetector/blob/0c20b2cb8a6d16abd0f5d44a56b5a37d39600d9a/ribodetector/detect_cpu.py,1,1
/hzi-bifo/RiboDetector/blob/pip/README.md,1,1
