time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-26 00:00:00+00:00,0,0,2,1
2026-04-27 00:00:00+00:00,0,0,10,6
2026-04-28 00:00:00+00:00,1,1,12,9
2026-04-29 00:00:00+00:00,3,3,11,8
2026-04-30 00:00:00+00:00,1,1,27,10
2026-05-01 00:00:00+00:00,1,1,3,3
2026-05-02 00:00:00+00:00,0,0,2,1
2026-05-03 00:00:00+00:00,2,2,2,2
2026-05-04 00:00:00+00:00,3,2,6,3
2026-05-05 00:00:00+00:00,1,1,9,6
2026-05-06 00:00:00+00:00,1,1,11,6
2026-05-07 00:00:00+00:00,1,1,1,1
2026-05-08 00:00:00+00:00,2,2,8,8
2026-05-09 00:00:00+00:00,1,1,2,2
