url_path,views_total,views_unique
/hzi-bifo/RiboDetector,76,53
/hzi-bifo/RiboDetector/tree/pip/ribodetector,45,5
/hzi-bifo/RiboDetector/issues,14,6
/hzi-bifo/RiboDetector/tree/pip/ribodetector/data,10,2
/hzi-bifo/RiboDetector/blob/pip/README.md,8,3
/hzi-bifo/RiboDetector/tree/pip/ribodetector/data_loader,6,2
/hzi-bifo/RiboDetector/tree/pip/ribodetector/model,6,2
/hzi-bifo/RiboDetector/tree/pip/ribodetector/utils,6,2
/hzi-bifo/RiboDetector/tree/pip,4,2
/hzi-bifo/RiboDetector/tree/pip/ribodetector/base,4,2
