url_path,views_total,views_unique
/hzi-bifo/RiboDetector,182,106
/hzi-bifo/RiboDetector/issues,24,11
/hzi-bifo/RiboDetector/tree/pip/ribodetector,17,6
/hzi-bifo/RiboDetector/tree/pip,10,7
/hzi-bifo/RiboDetector/blob/pip/README.md,5,3
/hzi-bifo/RiboDetector/tree/pip/ribodetector/data,5,3
/hzi-bifo/RiboDetector/issues/55,3,2
/hzi-bifo/RiboDetector/blob/pip/ribodetector/data/ribodetector_600k_variable_len70_101_epoch47.onnx,2,2
/hzi-bifo/RiboDetector/issues/15,2,2
/hzi-bifo/RiboDetector/issues/57,2,2
