url_path,views_total,views_unique
/hzi-bifo/RiboDetector,186,87
/hzi-bifo/RiboDetector/tree/pip/ribodetector,47,5
/hzi-bifo/RiboDetector/issues,24,5
/hzi-bifo/RiboDetector/blob/pip/README.md,19,4
/hzi-bifo/RiboDetector/tree/pip/ribodetector/data,13,2
/hzi-bifo/RiboDetector/issues/53,11,1
/hzi-bifo/RiboDetector/tree/pip/ribodetector/base,9,3
/hzi-bifo/RiboDetector/tree/pip/ribodetector/data_loader,8,2
/hzi-bifo/RiboDetector/tree/pip/ribodetector/benchmarks,7,3
/hzi-bifo/RiboDetector/blob/pip/RiboDetector_logo.png,5,2
