url_path,views_total,views_unique
/metagenomics/metagenomics-tk,60,30
/metagenomics/metagenomics-tk/releases,11,3
/metagenomics/metagenomics-tk/issues,9,3
/metagenomics/metagenomics-tk/commits/master,7,1
/metagenomics/metagenomics-tk/forks,3,1
/metagenomics/metagenomics-tk/tree/master/test_data,3,1
/metagenomics/metagenomics-tk/blob/dev/modules/binning/processes.nf,2,1
/metagenomics/metagenomics-tk/graphs/contributors,2,1
/metagenomics/metagenomics-tk/stargazers,2,1
/metagenomics/metagenomics-tk/actions/metrics/usage,1,1
