url_path,views_total,views_unique
/BiBiServ/bibigrid/issues,11,5
/BiBiServ/bibigrid,8,6
/BiBiServ/bibigrid/pulls,7,2
/BiBiServ/bibigrid/pull/711,4,1
/BiBiServ/bibigrid/blob/master/documentation/markdown/bibigrid_feature_list.md,3,2
/BiBiServ/bibigrid/blob/master/documentation/markdown/features/configuration.md,3,2
/BiBiServ/bibigrid/issues/718,2,2
/BiBiServ/bibigrid/releases/tag/3.0,2,2
/BiBiServ/bibigrid/tree/master/documentation/markdown/features,2,2
/BiBiServ/bibigrid/blob/master/documentation/markdown/features/cluster_commands.md,2,1
