url_path,views_total,views_unique
/gi-bielefeld/sans,16,10
/gi-bielefeld/sans/blob/master/PrivacyNotice.pdf,2,2
/gi-bielefeld/sans/blob/master/makefile,2,1
/gi-bielefeld/sans/commits,2,1
/gi-bielefeld/sans/commits/master,2,1
/gi-bielefeld/sans/blob/96b92c4cc9fe4e1f9f8e58e2d9ff8d38e98a4af4/LICENSE,1,1
/gi-bielefeld/sans/blob/master/example_data/drosophila/WG_weakly_groups.png,1,1
/gi-bielefeld/sans/commit/10d7fd46e048085b81f296c8e223c30ded184f76,1,1
/gi-bielefeld/sans/commit/39defe282731cf9dfe0b35cebc7d1e7d0bebf590,1,1
/gi-bielefeld/sans/commit/45ff118823a0223d7a76fa95d36bd7990b3f9b55,1,1
